Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2021-07-09;1.526,52;1.528,21;1.523,15;1.527,37;0;0
2021-07-08;1.526,86;1.541,22;1.525,17;1.526,86;0;0
2021-07-07;1.529,46;1.534,53;1.529,46;1.530,3;0;0
2021-07-06;1.531,09;1.539,53;1.520,95;1.523,48;0;0
2021-07-05;1.513,15;1.517,36;1.513,15;1.516,52;0;0
2021-07-02;1.510,19;1.524,57;1.510,19;1.522,03;0;0
2021-07-01;1.502,44;1.505,81;1.497,39;1.497,39;0;0
2021-06-30;1.485,61;1.499,92;1.483,09;1.499,92;0;0
2021-06-29;1.502,78;1.502,78;1.481,75;1.491,84;0;0
2021-06-28;1.505,04;1.505,04;1.497,48;1.501,68;0;0
2021-06-25;1.495,82;1.504,18;1.494,14;1.495,82;0;0
2021-06-24;1.495,06;1.503,44;1.495,06;1.500,08;0;0
2021-06-23;1.495,69;1.507,4;1.495,69;1.499,04;0;0
2021-06-22;1.505,38;1.508,74;1.499,5;1.502,86;0;0
2021-06-21;1.493,15;1.509,13;1.493,15;1.507,44;0;0
2021-06-18;1.507,4;1.514,12;1.498,99;1.498,99;0;0
2021-06-17;1.530,95;1.530,95;1.493,26;1.496,61;0;0
2021-06-16;1.541,98;1.541,98;1.524,66;1.524,66;0;0
2021-06-15;1.548,15;1.548,15;1.540,72;1.540,72;0;0
2021-06-14;1.546,81;1.548,46;1.534,43;1.545,99;0;0
2021-06-11;1.574,02;1.574,85;1.555,05;1.556,7;0;0
2021-06-10;1.554,54;1.562,76;1.545,51;1.562,76;0;0
2021-06-09;1.560,07;1.563,35;1.555,97;1.557,61;0;0
2021-06-08;1.564,19;1.565,84;1.559,27;1.560,91;0;0
2021-06-07;1.558,54;1.565,12;1.555,25;1.565,12;0;0
2021-06-04;1.547,83;1.570,11;1.547,83;1.569,28;0;0
2021-06-03;1.566,83;1.566,83;1.541,4;1.544,68;0;0
2021-06-02;1.566,96;1.571,07;1.562,04;1.571,07;0;0
2021-06-01;1.570,14;1.571,78;1.560,33;1.562,78;0;0
2021-05-31;1.568,31;1.569,13;1.565,86;1.568,31;0;0
2021-05-28;1.565,23;1.574,29;1.561,11;1.574,29;0;0
2021-05-27;1.565,42;1.565,42;1.557,22;1.561,32;0;0
2021-05-26;1.566,36;1.569,63;1.555,73;1.555,73;0;0
2021-05-25;1.534,98;1.554,55;1.534,98;1.554,55;0;0
2021-05-21;1.546,19;1.556,04;1.543,73;1.551,12;0;0
2021-05-20;1.542,65;1.548,39;1.536,92;1.548,39;0;0
2021-05-19;1.537,42;1.552,16;1.524,32;1.550,52;0;0
2021-05-18;1.536,98;1.540,26;1.534,53;1.535,35;0;0
2021-05-17;1.533,81;1.546,16;1.528,04;1.546,16;0;0
2021-05-14;1.518,19;1.528,09;1.518,19;1.528,09;0;0
2021-05-13;1.512,71;1.516,85;1.512,71;1.516,85;0;0
2021-05-12;1.519,64;1.528,72;1.512,21;1.512,21;0;0
2021-05-11;1.518,08;1.519,72;1.504,11;1.515,61;0;0
2021-05-10;1.517,38;1.522,31;1.517,38;1.519,85;0;0
2021-05-07;1.515,47;1.536,2;1.515,47;1.529,56;0;0
2021-05-06;1.494,61;1.513,68;1.493,78;1.513,68;0;0
2021-05-05;1.488,96;1.493,96;1.485,63;1.493,96;0;0
2021-05-04;1.493,64;1.495,3;1.486,98;1.486,98;0;0
2021-05-03;1.479,99;1.498,26;1.479,99;1.494,11;0;0
2021-04-30;1.470,37;1.472,85;1.469,54;1.472,02;0;0
2021-04-29;1.477,86;1.477,86;1.457,25;1.465,5;0;0
2021-04-28;1.472,66;1.477,63;1.471;1.475,97;0;0
2021-04-27;1.482,05;1.482,88;1.476,26;1.479,57;0;0
2021-04-26;1.482,42;1.482,42;1.474,14;1.479,93;0;0
2021-04-23;1.484,75;1.493,87;1.477,29;1.479,78;0;0
2021-04-22;1.493,86;1.495,52;1.485,56;1.485,56;0;0
2021-04-21;1.493,71;1.502,04;1.488,72;1.498,71;0;0
2021-04-20;1.476,64;1.483,28;1.473,32;1.483,28;0;0
2021-04-19;1.484,42;1.493,56;1.478,6;1.478,6;0;0
2021-04-16;1.479,64;1.500,5;1.477,14;1.500,5;0;0
2021-04-15;1.462,41;1.484,96;1.462,41;1.484,96;0;0
2021-04-14;1.462,3;1.467,32;1.456,45;1.458,12;0;0
2021-04-13;1.458,89;1.475,71;1.456,37;1.472,34;0;0
2021-04-12;1.466,31;1.470,51;1.461,27;1.462,95;0;0
2021-04-09;1.479,22;1.479,22;1.466,61;1.474,18;0;0
2021-04-08;1.476,04;1.486,99;1.474,35;1.486,99;0;0
2021-04-07;1.468,78;1.472,15;1.466,26;1.472,15;0;0
2021-04-06;1.476,04;1.483,66;1.470,96;1.482,81;0;0
2021-04-01;1.463,9;1.479,23;1.463,9;1.476,67;0;0
2021-03-31;1.442,64;1.469,08;1.442,64;1.469,08;0;0
2021-03-30;1.459,42;1.459,42;1.441,53;1.442,38;0;0
2021-03-29;1.474,46;1.474,46;1.456,64;1.462,58;0;0
2021-03-26;1.474,71;1.481,07;1.472,16;1.481,07;0;0
2021-03-25;1.476,45;1.482,38;1.470,51;1.473,9;0;0
2021-03-24;1.471,04;1.476,11;1.469,35;1.473,57;0;0
2021-03-23;1.470,59;1.471,43;1.458,81;1.460,49;0;0
2021-03-22;1.459,42;1.463,61;1.456,9;1.463,61;0;0
2021-03-19;1.471,28;1.475,07;1.467,08;1.475,07;0;0
2021-03-18;1.477,92;1.477,92;1.453,58;1.463,65;0;0
2021-03-17;1.464,27;1.473,5;1.457,55;1.473,5;0;0
2021-03-16;1.461,93;1.465,29;1.455,22;1.457,74;0;0
2021-03-15;1.454,28;1.460,99;1.454,28;1.457,63;0;0
2021-03-12;1.443,48;1.453,11;1.430,91;1.453,11;;
2021-03-11;1.455,84;1.458,35;1.444,98;1.447,49;;
2021-03-10;1.449,29;1.461,91;1.446,77;1.461,91;;
2021-03-09;1.428,87;1.453,25;1.428,87;1.453,25;;
2021-03-08;1.447,41;1.447,41;1.422,13;1.426,34;;
2021-03-05;1.428,63;1.437,01;1.425,28;1.434,91;;
2021-03-04;1.432,19;1.436,35;1.413,08;1.418,9;;
2021-03-03;1.444,64;1.445,47;1.423,89;1.433,85;;
2021-03-02;1.437,90;1.452,03;1.437,90;1.452,03;;
2021-03-01;1.462,29;1.464,78;1.439,06;1.440,31;;
2021-02-26;1.462,34;1.466,46;1.429,34;1.438,83;;
2021-02-25;1.475,26;1.475,26;1.458,9;1.458,9;;
2021-02-24;1.496,38;1.496,38;1.481,56;1.488,14;;
2021-02-23;1.500,04;1.500,04;1.488,51;1.494,28;;
2021-02-22;1.483,15;1.500,45;1.483,15;1.499,63;;
2021-02-19;1.465,94;1.481,59;1.464,29;1.477,88;;
2021-02-18;1.482,54;1.487,5;1.475,09;1.476,75;;
2021-02-17;1.490,46;1.494,61;1.475,54;1.479,69;;
2021-02-16;1.509,1;1.509,92;1.482,75;1.489,34;;
2021-02-15;1.506,72;1.510,02;1.505,07;1.506,72;;
2021-02-12;1.510,98;1.515,94;1.505,2;1.515,53;;
2021-02-11;1.520,95;1.527,54;1.509,43;1.511,07;;
2021-02-10;1.526,76;1.535,83;1.521,81;1.525,93;;
2021-02-09;1.526,36;1.532,96;1.524,7;1.525,53;;
2021-02-08;1.515,59;1.535,55;1.510,6;1.530,56;;
2021-02-05;1.508,39;1.520,9;1.508,39;1.520,9;;
2021-02-04;1.525,93;1.529,26;1.498,42;1.500,5;;
2021-02-03;1.537,4;1.537,4;1.533,25;1.533,25;;
2021-02-02;1.548,07;1.548,07;1.529,81;1.531,47;;
2021-02-01;1.547,92;1.553,71;1.547,09;1.550,4;;
2021-01-29;1.528,92;1.548,7;1.525,63;1.530,57;;
2021-01-28;1.526,34;1.546,19;1.526,34;1.530,06;;
2021-01-27;1.532,52;1.537,89;1.524,27;1.525,1;;
2021-01-26;1.534,63;1.537,92;1.531,34;1.532,98;;
2021-01-25;1.532,67;1.543,37;1.531,02;1.535,96;;
2021-01-22;1.540,14;1.540,14;1.522,87;1.533,97;;
2021-01-21;1.546,72;1.546,72;1.537,67;1.542,61;;
2021-01-20;1.539,13;1.551,53;1.525,08;1.550,7;;
2021-01-19;1.522,83;1.526,95;1.519,54;1.525,31;;
2021-01-18;1.531,42;1.531,42;1.525,61;1.531,42;;
2021-01-15;1.532,21;1.537,16;1.514,06;1.516,13;;
2021-01-14;1.524,25;1.533,74;1.522,6;1.533,74;;
2021-01-13;1.534,61;1.534,61;1.526,39;1.532,96;;
2021-01-12;1.533,59;1.536,06;1.518,79;1.529,48;;
2021-01-11;1.521,01;1.529,23;1.516,07;1.528,41;;
2021-01-08;1.563,27;1.563,27;1.498,78;1.511,02;;
2021-01-07;1.574,62;1.574,62;1.560,77;1.564,03;;
2021-01-06;1.580,48;1.590,21;1.547,25;1.560,22;;
2021-01-05;1.586,67;1.595,63;1.586,67;1.595,63;;
2021-01-04;1.568,8;1.585,88;1.568,8;1.585,88;;
2020-12-31;1.552,44;1.554,89;1.552,44;1.554,89;;
2020-12-30;1.536,52;1.544,66;1.534,08;1.544,66;;
2020-12-29;1.537,65;1.539,28;1.536,01;1.539,28;;
2020-12-28;1.550,86;1.554,96;1.538,59;1.541,04;;
2020-12-24;1.541,87;1.541,87;1.541,87;1.541,87;;
2020-12-23;1.537,89;1.545,29;1.534,61;1.545,29;;
2020-12-22;1.536,07;1.538,52;1.527,9;1.530,35;;
2020-12-21;1.564,94;1.566,58;1.541,94;1.550,15;;
2020-12-18;1.540,09;1.544,99;1.537,65;1.543,36;;
2020-12-17;1.531,93;1.551,53;1.531,93;1.544,18;;
2020-12-16;1.528,43;1.534,17;1.524,33;1.527,61;;
2020-12-15;1.519,77;1.532,13;1.519,77;1.528,01;;
2020-12-14;1.512,91;1.515,38;1.504,69;1.508,8;;
2020-12-11;1.518,93;1.527,17;1.515,63;1.523,87;;
2020-12-10;1.521,26;1.531,16;1.516,3;1.518,78;;
2020-12-09;1.541,83;1.544,31;1.517,05;1.517,05;;
2020-12-08;1.547,8;1.551,92;1.543,67;1.547,8;;
2020-12-07;1.522,1;1.544,36;1.511,38;1.539,41;;
2020-12-04;1.519,86;1.521,51;1.512,46;1.516,16;;
2020-12-03;1.513,46;1.520,86;1.506,87;1.516,75;;
2020-12-02;1.506,71;1.520,8;1.506,71;1.519,97;;
2020-12-01;1.497,33;1.520,72;1.497,33;1.519,89;0;0
2020-11-30;1.488,31;1.494,16;1.481,64;1.491,65;0;0
2020-11-27;1.522,4;1.522,4;1.497,23;1.506,88;0;0
2020-11-26;1.528,57;1.531,09;1.525,21;1.525,21;0;0
2020-11-25;1.523,13;1.531,54;1.523,13;1.524,81;0;0
2020-11-24;1.556,68;1.556,68;1.524,65;1.528,02;0;0
2020-11-23;1.578,86;1.578,86;1.544,41;1.548,61;0;0
2020-11-20;1.578,86;1.587,29;1.578,86;1.583,92;0;0
2020-11-19;1.577,92;1.579,62;1.573,7;1.579,62;0;0
2020-11-18;1.588,31;1.594,2;1.578,19;1.584,09;0;0
2020-11-17;1.593,17;1.597,37;1.590,64;1.593,17;0;0
2020-11-16;1.601,86;1.607,78;1.589,18;1.601,86;0;0
2020-11-13;1.595,43;1.607,28;1.593,74;1.599,66;0;0
2020-11-12;1.590,2;1.599,53;1.588,5;1.596,98;0;0
2020-11-11;1.606,32;1.606,32;1.586,78;1.589,33;0;0
2020-11-10;1.598,07;1.604,84;1.592,99;1.596,38;0;0
2020-11-09;1.653,62;1.653,62;1.563,58;1.565,26;0;0
2020-11-06;1.638,59;1.655,43;1.638,59;1.650,8;0;0
2020-11-05;1.615,35;1.653,31;1.615,35;1.653,31;0;0
2020-11-04;1.625,29;1.633,82;1.616,76;1.622,73;0;0
2020-11-03;1.621,95;1.634,76;1.619,38;1.632,2;0;0
2020-11-02;1.622,04;1.630,62;1.622,04;1.628,05;0;0
2020-10-30;1.604,55;1.618,23;1.604,55;1.613,1;0;0
2020-10-29;1.614,83;1.614,83;1.597,74;1.599,45;0;0
2020-10-28;1.628,72;1.628,72;1.603,99;1.607,4;0;0
2020-10-27;1.614,27;1.614,27;1.605,82;1.614,27;0;0
2020-10-26;1.607,58;1.613,5;1.607,58;1.612,66;0;0
2020-10-23;1.605,09;1.612,69;1.605,09;1.605,09;0;0
2020-10-22;1.619,15;1.622,54;1.606,46;1.609,85;0;0
2020-10-21;1.618,29;1.627,57;1.618,29;1.626,73;0;0
2020-10-20;1.609,65;1.617,27;1.609,65;1.617,27;0;0
2020-10-19;1.618,16;1.627,49;1.618,16;1.619,01;0;0
2020-10-16;1.625,08;1.629,33;1.618,26;1.621,67;0;0
2020-10-15;1.624,21;1.630,19;1.617,37;1.629,34;0;0
2020-10-14;1.612,77;1.626,38;1.612,77;1.620,43;0;0
2020-10-13;1.624,67;1.632,31;1.604,31;1.604,31;0;0
2020-10-12;1.637,43;1.637,43;1.628,95;1.631,49;0;0
