Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2015-09-30;1.001,07;1.001,07;989,4671;991,2523;;
2015-09-29;1.000,98;1.007,23;1.000,09;1.004,55;;
2015-09-28;1.021,93;1.021,93;1.006,71;1.009,4;;
2015-09-25;1.024,57;1.024,57;1.019,19;1.023,23;;
2015-09-24;1.004,8;1.022,6;1.004,8;1.021,71;;
2015-09-23;1.004,93;1.013;1.004,93;1.010,31;;
2015-09-22;1.011,65;1.013,45;1.001,79;1.004,48;;
2015-09-21;1.008,44;1.008,44;1.000,44;1.002,67;;
2015-09-18;984,7622;995,271;984,7622;992,206;;
2015-09-17;986,1209;987,005;982,5849;983,4689;;
2015-09-16;980,1389;996,1703;980,1389;993,4984;;
2015-09-15;974,8233;974,8233;970,4064;971,2898;;
2015-09-14;975,2322;977,0013;972,5785;976,1168;;
2015-09-11;981,9844;981,9844;971,3348;975,3284;;
2015-09-10;984,8011;991,9535;984,8011;990,1654;;
2015-09-09;1.004,13;1.004,13;986,1747;987,9702;;
2015-09-08;1.000,27;1.004,75;998,477;1.000,27;;
2015-09-07;1.003,5;1.003,5;999,0131;999,9103;;
2015-09-04;1.005,12;1.006,91;998,8328;1.002,87;;
2015-09-03;1.004,1;1.004,99;996,0816;997,8627;;
2015-09-02;1.009,77;1.009,77;1.003,55;1.003,55;;
2015-09-01;1.011,48;1.015,04;1.008,81;1.009,7;;
2015-08-31;1.007,13;1.007,13;1.000,89;1.006,24;;
2015-08-28;999,7338;1.007,72;994,4089;1.001,95;;
2015-08-27;994,7714;995,6576;987,6817;989,4541;;
2015-08-26;992,3698;994,1238;976,5831;983,5994;;
2015-08-25;998,1749;998,1749;982,5309;982,5309;;
2015-08-24;1.001,57;1.009,39;998,9562;999,826;;
2015-08-21;1.027,83;1.027,83;1.014,54;1.022,96;;
2015-08-20;1.016,28;1.026,11;1.011,8;1.026,11;;
2015-08-19;1.007,61;1.019,38;1.007,61;1.019,38;;
2015-08-18;1.006,78;1.008,59;1.001,36;1.004,97;;
2015-08-17;1.002,25;1.006,76;1.001,35;1.003,15;;
2015-08-14;993,1967;998,5677;991,8539;991,8539;;
2015-08-13;1.005,94;1.005,94;998,7398;999,6399;;
2015-08-12;992,8283;1.003,59;992,8283;1.002,69;;
2015-08-11;991,8589;1.005,43;990,0498;998,1909;;
2015-08-10;996,8066;1.005,93;994,0693;1.003,19;;
2015-08-07;990,3117;1.000,37;987,5697;995,3386;;
2015-08-06;993,5691;997,2439;991,7317;997,2439;;
2015-08-05;994,6706;997,4272;991,914;993,7517;;
2015-08-04;985,601;992,8916;985,601;988,335;;
2015-08-03;996,7126;997,6258;990,3205;990,3205;;
2015-07-31;984,3166;998,9058;981,5811;995,7144;;
2015-07-30;989,9589;994,523;985,3948;989,0461;;
2015-07-29;992,2937;992,2937;986,854;988,6673;;
2015-07-28;990,0227;991,8367;986,3946;990,0227;;
2015-07-27;989,7812;994,3028;981,6422;986,1639;;
2015-07-24;987,7503;995,9777;981,3511;995,9777;;
2015-07-23;994,1813;1.000,55;989,6354;989,6354;;
2015-07-22;1.000,28;1.001,19;993,8543;998,4407;;
2015-07-21;1.010,86;1.016,38;1.010,86;1.011,78;;
2015-07-20;1.018,71;1.024,23;1.013,18;1.016,86;;
2015-07-17;1.046,47;1.047,39;1.035,45;1.036,83;;
2015-07-16;1.051,35;1.051,35;1.048,59;1.048,59;;
2015-07-15;1.044,15;1.045,05;1.035,97;1.039,6;;
2015-07-14;1.043,88;1.045,69;1.042,06;1.042,97;;
2015-07-13;1.046,7;1.046,7;1.038,56;1.042,18;;
2015-07-10;1.035,76;1.035,76;1.031,74;1.031,74;;
2015-07-09;1.049,85;1.050,75;1.044,42;1.045,32;;
2015-07-08;1.040;1.051,8;1.036,38;1.050,89;;
2015-07-07;1.064,4;1.064,4;1.048,85;1.050,68;;
2015-07-06;1.056,05;1.062,41;1.052,42;1.060,59;;
2015-07-03;1.046,77;1.049,48;1.046,77;1.049,03;;
2015-07-02;1.048,71;1.051,42;1.041,48;1.047,8;;
2015-07-01;1.052,7;1.053,6;1.047,3;1.050;;
2015-06-30;1.047,9;1.047,9;1.039,86;1.043,44;;
2015-06-29;1.059,46;1.059,46;1.051,38;1.055,87;;
2015-06-26;1.044,01;1.046,69;1.040,44;1.044,46;;
2015-06-25;1.046,31;1.046,31;1.042,74;1.042,74;;
2015-06-24;1.046,55;1.047,45;1.041,2;1.042,99;;
2015-06-23;1.054,53;1.054,53;1.046,5;1.046,5;;
2015-06-22;1.051,12;1.051,12;1.038,78;1.038,78;;
2015-06-19;1.058,06;1.061,6;1.057,17;1.060,27;;
2015-06-18;1.037,79;1.051,82;1.037,79;1.050,07;;
2015-06-17;1.041,32;1.042,2;1.036,88;1.041,32;;
2015-06-16;1.052,61;1.054,39;1.046,37;1.049,04;;
2015-06-15;1.047,87;1.055,89;1.042,52;1.053,22;;
2015-06-12;1.049,46;1.050,36;1.045,9;1.048,13;;
2015-06-11;1.051,9;1.051,9;1.044,78;1.046,56;;
2015-06-10;1.043,09;1.052,84;1.043,09;1.047,52;;
2015-06-09;1.043,2;1.047,65;1.040,54;1.042,32;;
2015-06-08;1.046,86;1.048,65;1.044,17;1.046,86;;
2015-06-05;1.046,09;1.046,09;1.034,5;1.038,51;;
2015-06-04;1.042,24;1.042,24;1.033,4;1.034,29;;
2015-06-03;1.066,55;1.067,45;1.057,57;1.059,37;;
2015-06-02;1.072,17;1.078,52;1.071,27;1.077,61;;
2015-06-01;1.084,16;1.095,12;1.078,67;1.081,87;;
2015-05-29;1.079,76;1.082,5;1.078,85;1.081,13;;
2015-05-28;1.086,18;1.088,93;1.082,51;1.086,18;;
2015-05-27;1.090,4;1.091,32;1.085,8;1.087,64;;
2015-05-26;1.098,76;1.098,76;1.082,28;1.082,28;;
2015-05-22;1.078,91;1.083,39;1.073,54;1.073,99;;
2015-05-21;1.083,71;1.084,61;1.075,63;1.077,43;;
2015-05-20;1.081,58;1.085,18;1.079,78;1.084,28;;
2015-05-19;1.089;1.089;1.074,69;1.075,58;;
2015-05-18;1.076,04;1.077,79;1.069,89;1.071,65;;
2015-05-15;1.071,24;1.076,98;1.066,83;1.076,98;;
2015-05-13;1.058,28;1.081,45;1.058,28;1.079,67;;
2015-05-12;1.047,69;1.060,15;1.047,69;1.057,48;;
2015-05-11;1.062,2;1.064,89;1.054,57;1.058,16;;
2015-05-08;1.051,15;1.059,18;1.051,15;1.056,06;;
2015-05-07;1.047,77;1.047,77;1.041,58;1.042,46;;
2015-05-06;1.061;1.061,89;1.054,76;1.056,55;;
2015-05-05;1.064,59;1.074,48;1.063,69;1.069,98;;
2015-05-04;1.057,66;1.064,83;1.054,97;1.060,35;;
2015-04-30;1.069,55;1.072,22;1.047,26;1.051,27;;
2015-04-29;1.094,8;1.097,53;1.091,17;1.095,71;;
2015-04-28;1.094,99;1.105,98;1.094,08;1.105,98;;
2015-04-27;1.088,98;1.111,16;1.086,21;1.107,47;;
2015-04-24;1.097,1;1.099,87;1.081,39;1.082,78;;
2015-04-23;1.099,61;1.105,18;1.096,83;1.105,18;;
2015-04-22;1.115,61;1.116,54;1.100,72;1.100,72;;
2015-04-21;1.112,62;1.120,09;1.111,68;1.120,09;;
2015-04-20;1.118,62;1.122,35;1.106,5;1.109,3;;
2015-04-17;1.106,44;1.111,98;1.106,44;1.108,75;;
2015-04-16;1.118,01;1.123,61;1.112,41;1.115,21;;
2015-04-15;1.124,4;1.131,96;1.119,67;1.131,96;;
2015-04-14;1.126,94;1.128,83;1.118,42;1.125,05;;
2015-04-13;1.136,75;1.138,65;1.130,12;1.132,01;;
2015-04-10;1.128,19;1.140,49;1.125,36;1.137,18;;
2015-04-09;1.103,12;1.111,47;1.103,12;1.103,12;;
2015-04-08;1.109,83;1.111,67;1.101,55;1.105,23;;
2015-04-07;1.115,06;1.115,06;1.109,52;1.111,37;;
2015-04-02;1.107,57;1.109,42;1.102,03;1.104,34;;
2015-04-01;1.098,56;1.119,01;1.094,84;1.117,16;0;0
2015-03-31;1.095,36;1.101,87;1.091,64;1.099,08;;
2015-03-30;1.096,82;1.096,82;1.087,6;1.088,52;;
2015-03-27;1.104;1.104,92;1.096,63;1.100,77;;
2015-03-26;1.092,23;1.106,81;1.092,23;1.092,23;;
2015-03-25;1.078,29;1.087,39;1.078,29;1.085,57;;
2015-03-24;1.081,73;1.086,3;1.080,82;1.086,3;;
2015-03-23;1.080;1.085,5;1.078,17;1.083,67;;
2015-03-20;1.082,5;1.096,42;1.081,57;1.093,17;;
2015-03-19;1.093,47;1.094,41;1.084,11;1.090,66;;
2015-03-18;1.080,53;1.099,42;1.078,64;1.094,69;;
2015-03-17;1.083,69;1.085,57;1.071,46;1.075,22;;
2015-03-16;1.096,43;1.097,38;1.086,96;1.087,9;;
2015-03-13;1.092,04;1.092,04;1.085,41;1.087,78;;
2015-03-12;1.092,53;1.092,53;1.079,34;1.082,16;;
2015-03-11;1.096,14;1.096,14;1.081,96;1.084,8;;
2015-03-10;1.076,09;1.085,4;1.073,29;1.076,09;;
2015-03-09;1.075,05;1.077,81;1.070,44;1.070,44;;
2015-03-06;1.089,57;1.089,57;1.058,11;1.058,11;;
2015-03-05;1.082,75;1.086,37;1.077,33;1.077,33;;
2015-03-04;1.081;1.081;1.075,6;1.075,6;;
2015-03-03;1.078,53;1.082,11;1.072,26;1.075,84;;
2015-03-02;1.083,55;1.083,55;1.071,08;1.071,08;;
2015-02-27;1.072,51;1.079,63;1.068,06;1.075,62;;
2015-02-26;1.066,1;1.073,16;1.062,56;1.065,21;;
2015-02-25;1.063,37;1.063,37;1.054,56;1.054,56;;
2015-02-24;1.054,47;1.057,12;1.049,17;1.053,58;;
2015-02-23;1.061,69;1.063,46;1.051,07;1.059,04;;
2015-02-20;1.065,23;1.070,54;1.058,59;1.058,59;;
2015-02-19;1.063,05;1.067,45;1.056,91;1.056,91;;
2015-02-18;1.059,18;1.060,06;1.050,39;1.051,27;;
2015-02-17;1.069,21;1.069,21;1.050,81;1.053,44;;
2015-02-16;1.077,75;1.079,51;1.075,12;1.075,12;;
2015-02-13;1.077,67;1.079,43;1.071,52;1.075,48;;
2015-02-12;1.075,65;1.079,18;1.073,89;1.073,89;;
2015-02-11;1.090,24;1.090,24;1.073,45;1.073,45;;
2015-02-10;1.097,19;1.097,19;1.085,69;1.085,69;;
2015-02-09;1.094,9;1.097,56;1.093,13;1.096,67;;
2015-02-06;1.102,91;1.102,91;1.071,46;1.074,52;;
2015-02-05;1.109,99;1.109,99;1.099,47;1.103,86;;
2015-02-04;1.100,38;1.104,75;1.098,64;1.100,38;;
2015-02-03;1.120,34;1.124,74;1.101;1.107,16;;
2015-02-02;1.127,76;1.127,76;1.117,15;1.125,99;;
2015-01-30;1.110,57;1.124,72;1.109,69;1.124,28;;
2015-01-29;1.126,38;1.129,03;1.103,4;1.106,94;;
2015-01-28;1.133,2;1.134,96;1.128,79;1.130,55;;
2015-01-27;1.130,82;1.141,43;1.127,28;1.140,55;;
2015-01-26;1.145,95;1.145,95;1.130,83;1.132,6;;
2015-01-23;1.153,33;1.156,01;1.147,08;1.150,2;;
2015-01-22;1.103,89;1.119,38;1.100,45;1.117,66;;
2015-01-21;1.117,48;1.120,07;1.106,27;1.106,7;;
2015-01-20;1.098,97;1.115,38;1.098,97;1.111,93;;
2015-01-19;1.095,65;1.097,37;1.093,93;1.095,65;;
2015-01-16;1.082,59;1.098,98;1.080,86;1.098,55;;
2015-01-15;1.045,01;1.075,76;1.044,16;1.073,2;;
2015-01-14;1.041,61;1.051,81;1.037,37;1.045,01;;
2015-01-13;1.045,24;1.051,18;1.043,54;1.045,24;;
2015-01-12;1.036,51;1.039,9;1.028,89;1.039,9;;
2015-01-09;1.022,18;1.028,95;1.020,49;1.027,68;;
2015-01-08;1.023,54;1.029,49;1.020,99;1.024,39;;
2015-01-07;1.022,31;1.024,85;1.018,93;1.018,93;;
2015-01-06;1.011;1.019,39;1.009,32;1.018,55;;
2015-01-05;999,1607;1.005,04;992,4465;1.005,04;;
2015-01-02;981,0678;987,7107;968,6125;978,9919;;
2014-12-30;972,4507;993,8322;969,9836;993,8322;;
2014-12-29;976,8796;976,8796;964,5815;965,4013;;
2014-12-23;961,6802;964,9554;958,405;959,6332;;
2014-12-22;974,3862;976,0176;953,1773;953,1773;;
2014-12-19;973,6135;973,6135;969,5415;970,7631;;
2014-12-18;972,324;982,092;968,254;969,882;;
2014-12-17;957,9852;961,1986;954,7719;955,5752;;
2014-12-16;952,7798;970,3278;945,601;948,7916;;
2014-12-15;977,3861;977,3861;965,3147;965,3147;;
2014-12-12;977,1084;980,3213;974,6988;978,3133;;
2014-12-11;981,252;985,2752;974,8149;982,8613;;
2014-12-10;992,9793;992,9793;985,3131;986,5236;;
2014-12-09;969,7631;994,0173;969,7631;992,4004;;
2014-12-08;969,163;975,6893;968,7551;975,6893;;
2014-12-05;969,5033;971,9301;958,9872;959,3917;;
2014-12-04;975,9565;979,2056;972,7073;976,7687;;
2014-12-03;969,5077;981,2667;969,5077;975,9955;;
2014-12-02;969,4945;969,4945;957,4211;961,4456;;
2014-12-01;922,6883;972,4116;922,6883;972,4116;;
2014-11-28;946,4872;948,8905;929,6643;931,6671;;
2014-11-27;955,5288;955,5288;949,1186;949,9199;;
2014-11-26;957,515;958,3166;954,3086;956,7134;;
2014-11-25;961,4456;963,8603;955,8113;959,8358;;
2014-11-24;963,336;963,336;957,6954;960,9186;;
2014-11-21;956,7702;966,4305;953,5502;960,3929;;
2014-11-20;940,6651;949,4378;939,0701;946,2477;;
2014-11-19;948,943;955,3251;935,3809;948,943;;
2014-11-18;945,7408;958,5265;945,7408;953,7318;;
2014-11-17;947,1031;949,5038;943,1018;943,902;;
2014-11-14;923,5285;951,6726;920,7141;951,2705;;
2014-11-13;926,8626;932,4823;925,2569;930,0739;;
2014-11-12;933,2638;933,2638;925,2426;925,2426;;
2014-11-11;924,8229;935,689;921,2009;934,0792;;
2014-11-10;936,2486;936,2486;922,2329;924,6356;;
2014-11-07;919,8741;943,2744;919,8741;942,871;;
2014-11-06;911,5603;915,5548;910,7614;911,5603;;
2014-11-05;918,2692;919,0705;911,0577;915,8654;;
2014-11-04;930,9573;936,1515;928,56;929,3591;;
2014-11-03;933,3227;937,7251;931,3215;934,1231;;
2014-10-31;937,7994;937,7994;925,024;931,0125;;
2014-10-30;950,5477;954,5166;945,785;949,7539;;
2014-10-29;961,3724;962,1575;948,8106;948,8106;;
2014-10-28;959,7584;964,465;958,974;960,5428;;
2014-10-27;966,5589;968,1363;964,9815;965,3758;;
2014-10-24;969,6659;970,4558;967,296;969,2709;;
2014-10-23;978,3724;978,3724;964,9538;966,5325;;
2014-10-22;979,6738;979,6738;974,159;976,5225;;
2014-10-21;974,3771;978,2949;974,3771;975,9442;;
2014-10-20;964,926;972,755;964,926;970,4063;;
2014-10-17;964,2829;964,2829;957,2643;962,3333;;
2014-10-16;967,5269;971,4487;966,7425;969,88;;
2014-10-15;963,6033;980,1832;961,2348;977,8146;;
2014-10-14;972,2442;973,8257;969,8719;970,6627;;
2014-10-13;969,7137;969,7137;964,1928;966,5589;;
2014-10-10;963,3645;964,947;960,1994;963,7601;;
2014-10-09;956,2799;959,4139;954,7128;956,2799;;
2014-10-08;954,9229;960,4587;949,3871;950,1779;;
2014-10-07;952,2488;957,8012;951,4555;957,008;;
2014-10-06;941,1062;956,2276;941,1062;956,2276;;
2014-10-02;962,3149;962,3149;954,3979;956,773;;
2014-10-01;953,3444;962,866;953,3444;959,6921;;
2014-09-30;963,6017;964,3964;954,8597;958,0386;;
2014-09-29;953,8619;958,5859;953,8619;954,6492;;
2014-09-26;957,0374;960,9645;949,1832;950,3613;;
2014-09-25;949,8899;959,3298;945,9566;957,7565;;
2014-09-24;948,4641;951,5827;945,3454;946,9047;;
2014-09-23;942,0571;952,9165;940,5057;943,6084;;
2014-09-22;940,833;943,1685;940,0545;942,7793;;
2014-09-19;948,1015;948,8796;941,4877;941,4877;;
2014-09-18;947,4052;949,7359;942,7439;948,959;;
2014-09-17;952,0685;952,0685;948,9812;949,753;;
2014-09-16;951,0387;954,90;948,7219;951,811;;
2014-09-15;950,7397;955,3869;950,7397;951,9015;;
2014-09-12;952,3625;954,6825;946,9492;948,1092;;
2014-09-11;961,0922;961,8657;953,3571;953,3571;;
2014-09-10;967,979;968,7524;959,471;959,471;;
2014-09-09;969,2296;970,7797;963,8041;963,8041;;
2014-09-08;976,6741;976,6741;963,5437;964,3161;;
2014-09-05;971,9648;977,371;971,9648;974,2817;;
2014-09-04;973,108;976,1813;968,4979;968,4979;;
2014-09-03;960,7634;961,5238;956,201;961,5238;;
2014-09-02;974,838;974,838;959,5883;961,1132;;
2014-09-01;976,5476;978,0705;973,5019;976,1669;;
2014-08-29;973,2332;974,7498;970,2002;972,0958;;
2014-08-28;972,4541;980,0425;972,4541;974,7306;;
2014-08-27;970,2512;972,5279;969,4923;970,2512;;
2014-08-26;968,3899;973,6962;968,3899;969,148;;
2014-08-25;964,7727;966,2879;963,2576;964,0152;;
2014-08-22;961,408;962,9155;957,6393;961,7849;;
2014-08-21;962,5245;964,0326;957,2463;957,2463;;
2014-08-20;972,2222;972,2222;969,9639;971,4694;;
2014-08-19;970,1213;971,619;965,6283;966,3771;;
2014-08-18;968,7663;970,2608;965,0303;965,0303;;
2014-08-15;977,3678;977,3678;962,429;971,0188;;
2014-08-14;977,7163;982,2029;975,473;978,4641;;
2014-08-13;976,7964;980,1647;974,1766;977,9192;;
2014-08-12;975,9478;982,6914;975,9478;978,1957;;
2014-08-11;972,2845;975,2727;972,2845;973,7786;;
2014-08-08;981,8494;983,3433;974,38;974,7535;;
2014-08-07;974,3417;978,082;971,3495;976,5859;;
2014-08-06;964,0315;976,7703;961,7834;976,7703;;
2014-08-05;961,366;962,1133;955,3878;958,3769;;
2014-08-04;959,9911;960,7361;955,5208;955,5208;;
2014-08-01;955,2072;963,4192;955,2072;962,2994;;
2014-07-31;963,0765;965,3188;954,8546;955,6021;;
2014-07-30;965,9727;968,9575;961,4954;962,9878;;
2014-07-29;968,4265;972,8945;961,7246;963,2139;;
2014-07-28;967,3937;968,1382;965,9049;966,6493;;
2014-07-25;957,9613;966,8899;957,9613;966,8899;;
2014-07-24;957,9127;960,8818;953,459;953,459;;
2014-07-23;966,58;968,808;965,8374;965,8374;;
2014-07-22;965,4328;969,8835;962,4657;965,4328;;
2014-07-21;966,4891;971,6674;965,7494;967,2289;;
2014-07-18;968,207;968,207;962,2921;965,6192;;
2014-07-17;962,2921;974,122;958,5952;968,9464;;
2014-07-16;955,1434;959,5773;954,4044;955,1434;;
2014-07-15;958,2752;961,9481;947,2563;948,7255;;
2014-07-14;964,629;966,8306;954,3553;955,823;;
2014-07-11;980,8753;980,8753;978,6686;980,1398;;
2014-07-10;975,0809;984,6369;972,1405;980,2264;;
2014-07-09;970,0066;971,4769;967,8012;969,2715;;
2014-07-08;965,8547;970,2701;962,9112;964,383;;
2014-07-07;962,6986;964,9058;961,9629;964,9058;;
2014-07-04;967,3977;970,3415;967,3977;968,5016;;
2014-07-03;966,2172;966,2172;961,0875;963,2859;;
2014-07-02;966,9742;970,6356;964,7774;969,9033;;
2014-07-01;966,1748;968,3665;964,7136;964,7136;;
2014-06-30;960,9753;966,1005;957,3144;966,1005;;
2014-06-27;965,1248;966,5932;960,7195;965,4919;;
2014-06-26;964,6479;964,6479;957,2983;963,178;;
2014-06-25;960,3379;969,8862;960,3379;967,6827;;
2014-06-24;963,7979;969,6725;963,0636;964,5322;;
2014-06-23;963,1509;965,3575;960,9444;965,3575;;
2014-06-20;963,718;966,6618;959,3023;965,1899;;
2014-06-19;934,2878;960,7195;934,2878;959,9853;;
2014-06-18;930,8413;935,2651;930,104;933,0532;;
2014-06-17;929,0242;936,3945;927,5501;933,4463;;
2014-06-16;944,0585;944,7975;938,1466;938,1466;;
2014-06-13;935,7913;938,3774;935,7913;938,3774;;
2014-06-12;928,0751;938,424;928,0751;937,6848;;
2014-06-11;927,5116;929,7261;926,0353;926,7735;;
2014-06-10;922,3444;927,5116;920,8681;926,7735;;
2014-06-06;916,6544;917,3875;911,5232;914,0888;;
2014-06-05;913,6139;920,9847;912,1398;920,9847;;
2014-06-04;911,0589;912,5266;909,5913;909,5913;;
2014-06-03;909,1242;910,59;906,9256;908,3914;;
2014-06-02;909,9258;914,334;908,4564;909,1911;;
2014-05-30;921,217;921,217;909,4584;912,0306;;
2014-05-28;925,5585;927,0282;919,6796;921,8842;;
2014-05-27;940,3872;940,3872;924,2558;924,989;;
2014-05-26;944,9945;950,1283;943,5277;950,1283;;
2014-05-23;946,0748;946,0748;942,4065;944,2406;;
2014-05-22;942,7129;950,0293;942,7129;944,1762;;
2014-05-21;942,8927;942,8927;937,7742;937,7742;;
2014-05-20;939,6438;942,5631;936,7246;941,1035;;
2014-05-19;942,3988;947,5027;940,2114;940,2114;;
2014-05-16;942,9761;942,9761;937,8651;940,4206;;
2014-05-15;949,191;952,8516;943,3341;943,3341;;
2014-05-14;939,9373;949,4132;939,9373;947,9554;;
2014-05-13;939,5753;943,9539;938,1157;940,305;;
2014-05-12;933,1638;943,3345;933,1638;937,5227;;
2014-05-09;933,5317;935,7086;929,9035;930,9919;;
2014-05-08;921,3072;924,174;918,4405;919,1572;;
2014-05-07;938,8239;940,2599;922,3092;922,3092;;
2014-05-06;935,4607;938,3292;932,5923;935,4607;;
2014-05-05;938,8064;943,8518;938,0856;940,9687;;
2014-05-02;921,5842;936,7335;919,42;935,6514;;
2014-04-30;930,3249;931,769;926,7148;931,769;;
2014-04-29;933,3864;937,0027;928,3234;934,1096;;
2014-04-28;936,0796;936,8011;929,5866;932,4724;;
2014-04-25;930,1569;938,8331;930,1569;937,0255;;
2014-04-24;927,2793;936,686;916,4255;929,4501;;
2014-04-23;925,618;927,7866;923,4495;924,8952;;
2014-04-22;929,6519;931,8231;922,4144;923,8619;;
2014-04-17;935,7633;936,485;930,7109;931,0718;;
2014-04-16;934,6098;939,6676;932,4422;938,2225;;
2014-04-15;953,0537;953,0537;933,4927;940,013;;
2014-04-14;956,462;957,9084;952,8459;955,0155;;
2014-04-11;948,3131;950,4758;943,9879;946,511;;
2014-04-10;945,7705;951,5396;945,7705;947,9339;;
2014-04-09;948,6008;948,6008;940,6264;942,8012;;
2014-04-08;946,3482;949,9782;945,6222;947,0742;;
2014-04-07;945,493;945,493;941,1207;941,1207;;
2014-04-04;935,4015;949,2701;935,4015;948,1752;;
2014-04-03;935,6619;935,6619;927,6741;929,1264;;
2014-04-02;926,7851;933,3092;926,7851;931,8594;;
2014-04-01;928,5714;930,0218;925,6708;925,6708;;
2014-03-31;936,6841;936,6841;926,5303;926,5303;;
2014-03-28;938,6583;939,3851;932,1172;936,8413;;
2014-03-27;943,0877;943,0877;935,8192;936,546;;
2014-03-26;949,5323;950,2574;940,831;940,831;;
2014-03-25;948,9448;950,3952;944,5935;946,7692;;
2014-03-24;959,4163;959,4163;946,3482;946,3482;;
2014-03-21;962,627;969,8839;961,1756;965,8926;;
2014-03-20;963,1594;966,066;957,3463;963,8861;;
2014-03-19;968,5187;969,9562;954,1436;957,0186;;
2014-03-18;975,0396;977,1975;968,5657;973,6009;;
2014-03-17;992,0178;992,0178;978,3547;978,3547;;
2014-03-14;982,7859;995,0303;982,7859;990,3486;;
2014-03-13;978,6975;981,5665;975,8284;980,8492;;
2014-03-12;975,3727;983,2937;972,4923;980,4133;;
2014-03-11;965,704;971,4801;964,9819;969,3141;;
2014-03-10;955,6228;964,9881;955,6228;960,6657;;
2014-03-07;968,4036;969,1234;954,7287;959,0471;;
2014-03-06;968,7159;979,629;966,5333;978,1739;;
2014-03-05;968,9047;971,8177;967,4483;971,8177;;
2014-03-04;969,2766;969,2766;964,9187;969,2766;;
2014-03-03;973,6345;980,1714;972,1819;977,2661;;
2014-02-28;959,6033;961,0512;952,3637;952,7257;;
2014-02-27;969,9033;973,5647;967,7065;971,3679;;
2014-02-26;975,8852;975,8852;962,0428;964,2285;;
2014-02-25;965,9008;973,1714;965,1738;973,1714;;
2014-02-24;962,8686;970,5133;962,8686;970,1493;;
2014-02-21;958,9991;964,4707;958,9991;964,4707;;
2014-02-20;954,6914;956,8802;951,0433;956,8802;;
2014-02-19;954,1652;957,8028;954,1652;956,3478;;
2014-02-18;955,8663;960,9642;952,9532;960,9642;;
2014-02-17;966,1289;966,8589;963,209;966,1289;;
2014-02-14;951,7035;960,4582;950,974;958,6343;;
2014-02-13;939,3053;947,3492;937,1115;947,3492;;
2014-02-12;945,6273;951,5214;943,4171;950,0479;;
2014-02-11;934,8494;940,699;931,9245;939,9678;;
2014-02-10;930,1217;932,3215;929,3885;930,855;;
2014-02-07;925,6667;928,6135;924,1933;928,6135;;
2014-02-06;928,8625;934,7907;925,1575;928,1215;;
2014-02-05;922,6169;932,2159;922,6169;924,0936;;
2014-02-04;926,4739;928,693;920,5563;922,0357;;
2014-02-03;919,7659;933,1012;916,8025;930,1378;;
2014-01-31;916,3214;923,72;914,1018;914,4717;;
2014-01-30;926,4034;926,4034;909,4593;913,1428;;
2014-01-29;918,9447;929,2328;916,0053;924,0888;;
2014-01-28;919,115;919,115;912,5211;912,5211;;
2014-01-27;925,831;925,831;917,7771;917,7771;;
2014-01-24;916,5632;925,3306;915,8325;920,5816;;
2014-01-23;904,3918;922,7216;903,6586;922,7216;;
2014-01-22;910,7327;912,207;909,2584;909,9956;;
2014-01-21;922,2978;923,0371;910,4687;914,9046;;
2014-01-20;923,264;924,0012;921,0526;924,0012;;
2014-01-17;910,2621;919,8322;909,5259;919,4641;;
2014-01-16;910,1272;911,5981;905,7145;909,3918;;
2014-01-15;909,5252;909,5252;903,6455;905,8504;;
2014-01-14;914,246;914,246;906,9291;907,6608;;
2014-01-13;912,9193;912,9193;908,525;912,5531;;
2014-01-10;904,9091;914,8451;903,4371;914,8451;;
2014-01-09;898,1046;901,0432;895,9007;898,8393;;
2014-01-08;899,2938;902,2363;895,6157;896,3513;;
2014-01-07;907,9246;907,9246;895,4622;897,6615;;
2014-01-06;908,3223;909,0575;905,3816;907,5871;;
2014-01-03;903,99;903,99;898,8558;903,99;;
2014-01-02;893,6155;896,5441;887,0259;896,5441;;
2013-12-30;871,726;873,1771;868,8239;871,726;;
2013-12-27;876,2849;879,1805;873,3893;874,8371;;
2013-12-23;875,4196;876,1495;868,1214;871,0407;;
2013-12-20;871,1095;879,8975;869,6448;876,9681;;
2013-12-19;892,2953;892,2953;871,0763;871,0763;;
2013-12-18;893,5195;896,4288;890,6102;896,4288;;
2013-12-17;903,7021;903,7021;890,6102;890,6102;;
2013-12-16;892,4942;904,8345;888,1388;900,4791;;
2013-12-13;891,3091;898,594;886,2097;897,137;;
2013-12-12;907,078;908,5299;886,7514;886,7514;;
2013-12-11;911,237;912,6898;908,3315;909,7843;;
2013-12-10;902,1818;917,4545;900,7273;914,5455;;
2013-12-09;893,0914;898,1927;891,6339;895,2777;;
2013-12-06;895,6153;905,8634;894,8832;895,6153;;
2013-12-05;908,1212;908,1212;894,1445;905,1788;;
2013-12-04;895,7475;916,3479;888,3902;914,1407;;
2013-12-03;898,1441;898,8805;892,2522;898,1441;;
2013-12-02;917,9226;917,9226;900,1921;900,1921;;
2013-11-29;909,1911;918,0075;909,1911;916,5381;;
2013-11-28;908,9906;914,8764;904,5762;912,6692;;
2013-11-27;912,4007;919,0203;907,9876;907,9876;;
2013-11-26;922,3444;922,3444;912,7482;914,2246;;
2013-11-25;907,5773;917,197;906,0974;915,717;;
2013-11-22;918,4051;920,6244;915,4461;916,1858;;
2013-11-21;922,2833;923,7678;916,345;920,0564;;
